Text,Label,TextLength
مش عارف اكتب ايه واقول ايه بس بحبك يا بلدى .,1,44
اوحش صفة فى الانسان هو لما يكون شخص كذاب لانة لما بيبقى كدة بيبقى عندو بردو صفات تانية مش لطيفة .,1,97
جايه باوريها اني لابسه تيشيرت الفلنتين هى كمان لقيتها لابسة زية بالظبط .,0,72
هو الواحد  بقى شبه مرتضى منصور ولا الناس هى اللى بقت قليلة الادب   .,0,68
مبقاش فى عدل فى الدنيا بين الناس .,0,34
بحاول انام بس بفضل بالساعتين و التلاته علي السرير صاحي مش بعمل حاجه غير اني بفكر في كل حاجه. يا رب ريحني بقى.,1,109
يا فرج الله مش مصدقة اني دخلت القسم اللي كنت بحلم بيه ربنا يقوينا بقي .,1,71
اللي بيحبك مش هيعمل كل حاجه تزعلك و بعد كده يزعل انك زعلان و متضايق.,1,68
وحشانى اوى اوى وحقيقى انا مقصرة معاكى بس انتى قلبك طيب بحبك اوى.,1,64
روحت يا قمر الحمدلله يادوب كلمتك من هنا وروحت نمت من هنا بحبك اوى .,1,67
قلبنا واحد مهما يكون عهدنا باقي و مش هايهون لازم يعرف كل الكون اننا أقوي من الأيام  .,1,85
هى جت عليا يعنى  ولا الفقرى فقرى  .,0,35
اللهم اجعلنى من الصابرين الحامدين لك اللهم لا تصب بقلبى ذرة يأس واجعل الامل بك وحدك يا الله  .,1,94
طيب من غير شتيمة و قلة ادب يا جدعان ولا رمي جزم .انا عاجبني كلام الشفيق لغاية دلوقتى.موتوا بغيظكم   .,1,101
في أمان الله انا برحل و بنسى حزني تأكد بس يا قاسي ما فى غيرك خسران .,1,68
طيب من غير شتيمة و قلة ادب يا جدعان ولا رمي جزم .انا عاجبني كلام شفيق لغاية دلوقتى موتو بغيظكم  .,1,97
اللهم أجعلني من الصابرين الحامدين لك  اللهم لا تصب بقلبي ذرة يأس و اجعل الأمل بك و حدك يا الله .,1,96
الناس يولدون جهله وليسوا اغبياء ولكن التعليم الساذج فى مدارسنا هو الذى يجعلهم اغبياء.,0,85
انا من النوع اللي اذا احد قال لي كلام حلو ما أعرف ارد بس اذا شتمنى الرد بيكون جاهز    .,1,87
بحب الناس الصريحة والبسيطة فى نفسها .,0,37
اللهم أجعلنا من الصابرين الحامدين لك  اللهم لا تصب بقلوبنا ذرة يأس  واجعل الأمل بك و حدك يا الله   .,1,100
حسبي الله و نعم الوكيل  والله الدنيا صارت تخوف كل الناس صار همهم الدنيا نسوا ان في شي اسمه اخره حتى الشيوخ  .,1,109
قال صلى الله عليه وسلم التائب من الذنب كمن لا ذنب له  .أخي المسلم هذه بشارة عظيمة لمن سلك طريق التوبة. فبادر إليها .,1,116
اتعلم ما هى الثقة الكبرى هى قوله تعالى ولسوف يعطيك ربك فترضى هو لن يعطيك فقط هو ايضا وعدك بالرضا .,0,98
يارب لا أعلم مآ الذي تغير فيا غير أني أصبحت كثييرة التعب يارب سهل الأمور التي تقف في عاتقي واجعل فرجهآ قريب يا الله  .,1,118
الناس بقت بتستغرب ان فى حد لسه بيعمل خير للاسف .,0,48
قال رسول الله صلى الله عليه وسلم  من صلى علي صلاة واحدة صلى الله عليه بها عشرة  .صلو على سيدكم.,1,95
اذكرك يا اخى بقول رسول الله صلى الله عليه وسلم من كان يؤمن بالله واليوم لاخر فليقل خيرا او ليصمت .,1,98
قال رسول الله صل الله عليه وسلم  لايلج فى النار رجل بكى من خشية الله  .,1,71
قال رسول الله  صل الله عليه وسلم لايلج فى النار رجل بكى من خشية الله .اللهم لاتحرمنا من دمعة صادقة تسيل من خشيتك    .,1,117
عن أبوهريرة عن الرسول صلى الله عليه وسلم قال يدخل الجنة أقوام أفئدتهم مثل أفئدة الطير صحيح مسلم .,1,97
خد بالك من لسانك يا اخى ومن كل كلمة تخرج منه. وتحسبونه هينا وهو عند الله عظيم  .,1,80
انا فيه ناس في حياتي ممكن يكفوني ويخلوني مش عايزة حاجة من الدنيا كلها .,1,71
انا مقدرش اسيب مسلسل من غير ما اكمله مهما كانت حكايته . بندمج فى الاحداث .,1,74
لا افهم كيف يستطيع الناس الكذب في التعامل مع الناس بالمحبة .انا لا استطيع ان اقول صباح الخير لشخص لا استلطفه .,0,110
هو أنا ليه لازم اقول كل مرة إني مش إخوانجي  .هي تهمة.,1,53
اه منك يا فراق  . انا بخاف منك هتعمل ايه تاني معايا .,1,53
"تذكره. قال رسول الله صلى الله عليه وسلم ""  ركعتا الفجر خير من الدنيا وما فيها"" .",1,80
"مع بداية موسم الحج . قال صلى الله عليه وسلم "" من حج لله فلم يرفث ولم يفسق رجع كيوم ولدته أمه ""رواه البخاري ومسلم .",1,114
السلام عليكم .قال صلي الله عليه وسلم أوتروا قبل أن تصبحوا . وقال الوتر ما بين صلاة العشاء إلى طلوع الفجر.,1,105
ما أعظم حزني حينما أتذكر ان في هذا اليوم من العام القادم لن تكون هي بجانبي.,1,75
"ثلاث كلمات سبب لإجابة الدعاء بإذن الله .أن تقول "" يا ذا الوجه الأكرم والاسم الأعظم والعطية الجزلى "". ثم تذكر حاجتك .",1,116
تليفونى ضاع قلبت الدنيا علية ملقتهوش .انا حطيتة فى مكان وقمت اروق الشقة ومش عارفة هو فين .,1,90
هى الناس  مش فاهمه كدا .,0,24
بحاول انام بس بفضل بالساعتين و التلاتة علي السرير صاحي مش بعمل حاجه غير اني بفكر في كل حاجه . يا رب ريحني بقى.,1,110
مش كده يا عم. فكرة إنك حارق واحد من غير ما تكون حتى عارفه محتاجة منك ضحكة شريرة فشخ  .,1,86
يا ريت كل واحد يعرف حد لسه ما صوتش فى الاسنتفتاء يكلمه و ينصحه ينزل . انا نصحت ناس كتير يلا علشان نبني مصر كلنا .,1,113
انا لو كنت موجود فى اللجنه الى فيها الشاطر كنت روحت و سلمت عليه و قلت ليه ربنا ياخدك يا شيخ  .,1,94
صحيح اللى يحبوك بجد ممكن يشوفوا فيك عيوب. بس مهمـا كانت إيه هي العيوب مش هيسيبوك أبداً  .,1,89
مش عارف الناس اللى واصلين مليون تويته دول كتبوهم امتى .لا حقيقى عاش جدا . و يا رب يكون كلام مفيد .,1,98
محشش بردان . شعل نار . قام لما دفي أنبسط و قال :الله لا يحرمنا منها لا دنيا و لا آخره .,1,87
أكتر حاجة هتزعلك وأنت بتذاكر أنك تبقى مش فاهم اى حاجة فى المنهج .,1,65
من كتر ما انا نكدية حاسة ان امى هتطردنى من البيت فى يوم من الايام .,1,67
أكثروا من التكبير والتهليل والتحميد كما كان يفعل سيدنا النبي صلى الله عليه وسلم . عيد اضحى سعيد   .,1,99
احكيلك ايه واقولك ايه عن حياتي بعد مانت سبتني ومشيت انا كأني بقيت مش عايش .,1,75
المفروض الناس اللي بتحب هي اللي بتتجرح بس انا مجروحة من غير مااحب .,1,67
مش كل اللي أخد جمب يبقي عايز يبعد ، يمكن محتاج يقرب من نفسه شويه.,1,65
الرزق بيبقي من عند ربنا وربنا مش بيخيب رجا حد ومش بيظلم حد .,1,60
هو أنا ليه لازم اقول إني مش سلفي ولا إخوانجي . هي تهمة. ايه الفصلان دا    .,1,75
صداقتنا من زمان اوى بمعنى اصح طلعنا لقينا بعض وان شاء الله تدوم العمر كله.,1,74
خاف من المعفن اما ينضف ويجى يتنطط عليك بس هو فى الاول وفى الاخر معفن.,1,69
احسن حاجة فى الدنيا انك مش بس توصل لنقطة التفوق فقط لا .انك تفضل مستمر فيها  .,1,78
حلو اوي انا بتمني اصلا ان الميزة دي تكون عند كل الناس ساعتها هتقل مشاكلنا كتير عن زمان .,1,88
الي اتكسر يتصلح  دا تطبقوا علي فناجين اللى فى نيش امك مش علي مشاعر الناس .,1,74
كان نفسي كمان ابقي من الناس اللي عارفة هي عايزة ايه في الدنيا مش عايش كدا وخلاص   .,1,83
